,momentum,volatility,strength,breadth,safe_haven,put_call,composite,zone
2025-09-10,55.77689243027888,99.60159362549801,52.98804780876494,87.25099601593625,76.89243027888446,10.756972111553793,63.877822045152726,Greed
2025-09-11,56.573705179282875,100.0,52.98804780876494,81.67330677290838,80.47808764940238,8.764940239043824,63.41301460823374,Greed
2025-09-12,57.76892430278885,100.0,52.98804780876494,77.29083665338645,77.68924302788844,4.382470119521912,61.68658698539176,Greed
2025-09-15,57.37051792828686,99.20318725099601,52.98804780876494,55.37848605577689,77.68924302788844,20.717131474103596,60.55776892430279,Greed
2025-09-16,61.354581673306775,99.60159362549801,52.98804780876494,82.86852589641434,74.5019920318725,1.9920318725099548,62.217795484727766,Greed
2025-09-17,63.34661354581673,99.60159362549801,52.98804780876494,86.45418326693228,67.72908366533864,7.968127490039848,63.014608233731735,Greed
2025-09-18,68.12749003984064,100.0,52.98804780876494,93.62549800796812,69.7211155378486,11.55378486055777,66.00265604249668,Greed
2025-09-19,62.54980079681275,99.60159362549801,52.98804780876494,82.07171314741036,60.55776892430279,41.83266932270916,66.60026560424966,Greed
2025-09-22,57.76892430278885,96.41434262948206,19.52191235059761,66.53386454183267,61.75298804780876,91.63346613545816,65.60424966799468,Greed
2025-09-23,56.97211155378486,96.01593625498008,53.38645418326693,51.39442231075697,55.37848605577689,60.55776892430279,62.284196547144745,Greed
2025-09-24,52.191235059760956,97.21115537848605,53.38645418326693,34.66135458167331,62.15139442231076,54.9800796812749,59.09694555112882,Greed
2025-09-25,47.01195219123506,94.02390438247012,19.52191235059761,12.350597609561753,63.34661354581673,97.21115537848605,55.57768924302789,Greed
2025-09-26,41.43426294820717,88.44621513944223,52.589641434262944,1.593625498007968,58.964143426294825,99.60159362549801,57.104913678618864,Greed
2025-09-29,39.8406374501992,89.64143426294821,19.52191235059761,3.5856573705179287,46.613545816733065,93.62549800796813,48.80478087649402,Neutral
2025-09-30,39.44223107569721,92.03187250996015,52.98804780876494,10.358565737051793,45.41832669322709,62.15139442231076,50.398406374501995,Neutral
2025-10-01,45.81673306772908,98.00796812749005,54.980079681274894,37.05179282868526,46.21513944223107,6.772908366533869,48.140770252324025,Neutral
2025-10-03,47.01195219123506,99.20318725099601,54.980079681274894,50.59760956175299,49.00398406374502,7.171314741035857,51.32802124833998,Neutral
2025-10-06,53.78486055776892,98.40637450199203,54.980079681274894,62.94820717131474,59.36254980079681,0.0,54.91367861885791,Neutral
2025-10-07,54.980079681274894,99.20318725099601,54.980079681274894,57.76892430278885,61.354581673306775,23.90438247011953,58.69853917662682,Greed
2025-10-08,50.99601593625498,96.41434262948206,19.52191235059761,39.04382470119522,52.98804780876494,75.69721115537848,55.776892430278885,Greed
2025-10-09,55.77689243027888,98.40637450199203,54.980079681274894,70.5179282868526,60.1593625498008,21.513944223107572,60.2257636122178,Greed
2025-10-10,59.36254980079681,98.40637450199203,54.581673306772906,84.4621513944223,62.94820717131474,0.7968127490039763,60.092961487383796,Greed
2025-10-13,56.17529880478087,89.24302788844622,54.581673306772906,68.52589641434263,51.79282868525896,23.90438247011953,57.37051792828685,Greed
2025-10-14,51.79282868525896,88.44621513944223,19.52191235059761,50.199203187250994,48.60557768924303,72.11155378486056,55.112881806108895,Greed
2025-10-15,59.36254980079681,93.62549800796813,54.980079681274894,76.49402390438247,48.60557768924303,5.577689243027891,56.44090305444888,Greed
2025-10-16,69.32270916334662,89.24302788844622,54.980079681274894,94.42231075697211,60.95617529880478,0.0,61.48738379814077,Greed
2025-10-17,74.9003984063745,81.67330677290836,54.980079681274894,94.02390438247012,62.15139442231076,5.976095617529879,62.28419654714475,Greed
2025-10-20,78.88446215139442,84.86055776892431,54.980079681274894,94.82071713147411,78.88446215139442,30.278884462151396,70.4515272244356,Greed
2025-10-21,78.88446215139442,84.86055776892431,54.581673306772906,94.82071713147411,83.26693227091634,20.717131474103596,69.52191235059762,Greed
2025-10-23,78.88446215139442,79.28286852589642,54.581673306772906,92.03187250996015,86.85258964143426,41.035856573705175,72.11155378486056,Greed
2025-10-27,79.2828685258964,76.09561752988049,53.78486055776892,89.2430278884462,94.02390438247012,22.310756972111562,69.12350597609561,Greed
2025-10-28,78.48605577689243,75.2988047808765,53.38645418326693,71.71314741035857,97.21115537848605,45.418326693227094,70.2523240371846,Greed
2025-10-29,81.27490039840637,74.5019920318725,52.98804780876494,82.47011952191235,97.60956175298804,15.537848605577693,67.39707835325366,Greed
2025-10-30,75.2988047808765,72.11155378486056,52.589641434262944,55.37848605577689,96.81274900398407,88.84462151394422,73.50597609561753,Greed
2025-10-31,67.72908366533864,71.31474103585657,52.191235059760956,25.099601593625497,89.64143426294821,98.80478087649402,67.46347941567065,Greed
2025-11-03,68.12749003984064,64.5418326693227,52.191235059760956,33.86454183266932,92.43027888446214,81.27490039840637,65.40504648074369,Greed
2025-11-04,61.75298804780876,64.5418326693227,51.79282868525896,16.334661354581673,81.27490039840637,86.45418326693228,60.358565737051784,Greed
2025-11-06,58.56573705179283,66.93227091633466,51.39442231075697,12.350597609561753,78.08764940239044,81.67330677290836,58.167330677290835,Greed
2025-11-07,55.37848605577689,65.73705179282868,50.99601593625498,25.49800796812749,78.88446215139442,45.019920318725106,53.58565737051793,Neutral
2025-11-10,60.1593625498008,68.92430278884461,50.59760956175299,43.42629482071713,75.2988047808765,34.26294820717132,55.44488711819389,Greed
2025-11-11,64.14342629482071,65.73705179282868,50.199203187250994,70.5179282868526,73.30677290836654,19.12350597609563,57.17131474103585,Greed
2025-11-12,70.5179282868526,71.71314741035856,49.800796812749006,86.05577689243027,80.47808764940238,4.382470119521912,60.491367861885784,Greed
2025-11-13,70.1195219123506,70.5179282868526,49.40239043824701,69.7211155378486,84.86055776892431,19.521912350597617,60.69057104913679,Greed
2025-11-14,72.90836653386454,75.69721115537848,49.00398406374502,73.70517928286853,78.88446215139442,49.00398406374502,66.53386454183267,Greed
2025-11-17,76.09561752988047,77.29083665338646,48.60557768924303,88.44621513944223,76.09561752988047,17.13147410358566,63.944223107569734,Greed
2025-11-18,70.1195219123506,70.91633466135458,48.20717131474104,52.589641434262944,57.76892430278885,43.82470119521913,57.23771580345286,Greed
2025-11-19,76.49402390438247,73.70517928286853,47.808764940239044,63.745019920318725,61.354581673306775,3.5856573705179215,54.448871181938905,Neutral
2025-11-20,80.87649402390437,69.7211155378486,47.410358565737056,68.92430278884463,66.93227091633466,0.0,55.64409030544488,Greed
2025-11-21,75.2988047808765,51.79282868525896,47.01195219123506,55.37848605577689,57.76892430278885,32.270916334661365,53.25365205843293,Neutral
2025-11-24,70.1195219123506,56.57370517928287,46.613545816733065,30.278884462151396,57.76892430278885,82.47011952191235,57.30411686586985,Greed
2025-11-25,64.14342629482071,66.13545816733068,46.21513944223107,20.717131474103585,39.04382470119522,71.71314741035856,51.32802124833997,Neutral
2025-11-26,79.2828685258964,73.70517928286853,45.81673306772908,62.94820717131474,57.76892430278885,0.0,53.25365205843293,Neutral
2025-11-27,78.88446215139442,77.29083665338646,45.81673306772908,55.77689243027888,45.81673306772908,12.35059760956176,52.65604249667995,Neutral
2025-11-28,77.68924302788844,80.4780876494024,45.81673306772908,48.20717131474104,52.589641434262944,15.537848605577693,53.38645418326693,Neutral
2025-12-01,76.89243027888446,80.0796812749004,45.81673306772908,44.223107569721115,72.90836653386454,55.3784860557769,62.54980079681275,Greed
2025-12-02,69.32270916334662,86.45418326693228,45.81673306772908,27.88844621513944,58.56573705179283,71.31474103585657,59.89375830013281,Greed
2025-12-03,63.34661354581673,86.85258964143426,15.936254980079681,15.139442231075698,68.12749003984064,64.9402390438247,52.39043824701196,Neutral
2025-12-04,65.33864541832669,90.0398406374502,45.41832669322709,40.63745019920319,78.08764940239044,48.20717131474104,61.288180610889775,Greed
2025-12-05,74.9003984063745,95.2191235059761,45.41832669322709,78.88446215139442,83.66533864541833,7.171314741035857,64.20982735723771,Greed
2025-12-08,59.36254980079681,86.85258964143426,15.936254980079681,31.47410358565737,69.32270916334662,98.40637450199203,60.2257636122178,Greed
2025-12-09,54.581673306772906,87.64940239043824,15.936254980079681,19.52191235059761,49.40239043824701,79.28286852589642,51.06241699867197,Neutral
2025-12-10,50.199203187250994,88.04780876494024,15.936254980079681,23.904382470119522,37.45019920318725,91.23505976095618,51.12881806108897,Neutral
2025-12-11,56.17529880478087,94.42231075697211,15.936254980079681,52.98804780876494,47.01195219123506,43.82470119521913,51.72642762284196,Neutral
2025-12-12,62.94820717131474,98.00796812749005,46.21513944223107,76.09561752988047,56.17529880478087,12.749003984063748,58.69853917662683,Greed
2025-12-15,60.55776892430279,96.41434262948206,45.81673306772908,65.73705179282868,45.0199203187251,9.561752988047814,53.851261620185916,Neutral
2025-12-16,51.79282868525896,98.80478087649402,45.81673306772908,38.645418326693225,41.832669322709165,66.93227091633466,57.304116865869865,Greed
2025-12-17,49.40239043824701,100.0,15.936254980079681,41.03585657370518,30.677290836653388,82.86852589641434,53.320053120849934,Neutral
2025-12-18,48.20717131474104,100.0,15.936254980079681,42.23107569721115,27.091633466135455,69.7211155378486,50.53120849933598,Neutral
2025-12-19,56.17529880478087,100.0,15.936254980079681,78.08764940239044,41.43426294820717,17.928286852589636,51.593625498007974,Neutral
2025-12-22,70.1195219123506,99.60159362549801,46.613545816733065,91.23505976095618,62.54980079681275,0.7968127490039763,61.81938911022576,Greed
2025-12-23,69.7211155378486,100.0,46.21513944223107,88.84462151394422,78.08764940239044,18.326693227091624,66.86586985391766,Greed
2025-12-24,63.34661354581673,100.0,45.81673306772908,74.5019920318725,48.60557768924303,36.254980079681275,61.42098273572376,Greed
2025-12-26,56.17529880478087,100.0,45.41832669322709,58.16733067729084,41.03585657370518,85.65737051792829,64.40903054448872,Greed
2025-12-29,51.39442231075697,97.60956175298804,13.94422310756972,35.85657370517929,38.645418326693225,97.60956175298804,55.843293492695885,Greed
2025-12-30,50.99601593625498,98.40637450199203,45.0199203187251,21.91235059760956,31.47410358565737,63.745019920318725,51.92563081009296,Neutral
2025-12-31,61.75298804780876,98.80478087649402,44.6215139442231,62.54980079681275,50.99601593625498,5.179282868525888,53.98406374501992,Neutral
2026-01-02,75.2988047808765,98.80478087649402,43.82470119521912,91.63346613545816,71.31474103585657,0.0,63.479415670650724,Greed
2026-01-05,70.91633466135458,94.8207171314741,43.42629482071713,86.45418326693228,56.97211155378486,35.85657370517929,64.7410358565737,Greed
2026-01-06,62.15139442231076,94.8207171314741,43.82470119521912,93.22709163346613,70.1195219123506,52.191235059760956,69.38911022576362,Greed
2026-01-07,58.16733067729084,95.2191235059761,43.02788844621514,81.67330677290838,69.7211155378486,55.3784860557769,67.19787516600266,Greed
2026-01-08,42.23107569721115,84.86055776892431,0.0,32.27091633466135,47.410358565737056,97.60956175298804,50.73041168658699,Neutral
2026-01-09,31.47410358565737,80.0796812749004,0.0,13.147410358565736,25.099601593625497,100.0,41.63346613545817,Fear
2026-01-12,35.85657370517929,73.30677290836654,45.81673306772908,44.6215139442231,25.89641434262948,53.78486055776893,46.547144754316065,Neutral
2026-01-13,32.27091633466135,77.29083665338646,14.342629482071715,34.26294820717131,23.50597609561753,78.08764940239044,43.29349269588314,Fear
2026-01-14,29.880478087649404,73.30677290836654,45.41832669322709,22.709163346613543,28.68525896414343,74.10358565737052,45.68393094289508,Neutral
2026-01-16,30.278884462151396,72.50996015936255,13.94422310756972,23.904382470119522,37.05179282868526,86.05577689243029,43.95750332005312,Fear
2026-01-19,27.091633466135455,62.15139442231076,44.6215139442231,15.53784860557769,28.286852589641438,83.66533864541833,43.559096945551126,Fear
2026-01-20,23.107569721115535,44.22310756972112,0.0,0.796812749003984,13.94422310756972,97.60956175298804,29.946879150066405,Fear
2026-01-21,21.91235059760956,33.46613545816733,0.0,0.796812749003984,4.780876494023905,78.48605577689243,23.240371845949536,Extreme Fear
2026-01-22,24.302788844621514,40.63745019920319,44.223107569721115,16.733067729083665,7.968127490039841,57.37051792828685,31.872509960159366,Fear
2026-01-23,20.318725099601593,28.286852589641427,0.0,7.171314741035857,3.187250996015936,94.8207171314741,25.630810092961486,Fear
2026-01-27,21.51394422310757,25.896414342629484,41.43426294820717,25.89641434262948,8.764940239043826,45.81673306772909,28.220451527224437,Fear
2026-01-28,24.701195219123505,39.04382470119522,43.82470119521912,47.01195219123506,16.334661354581673,38.24701195219124,34.8605577689243,Fear
2026-01-29,25.89641434262948,40.23904382470119,41.832669322709165,44.223107569721115,18.326693227091635,27.88844621513944,33.067729083665334,Fear
2026-01-30,23.904382470119522,37.84860557768924,43.42629482071713,47.410358565737056,9.9601593625498,53.386454183266935,35.98937583001328,Fear
2026-02-02,19.12350597609562,30.677290836653384,0.0,19.12350597609562,4.780876494023905,36.65338645418327,18.39309428950863,Extreme Fear
2026-02-03,30.278884462151396,43.426294820717125,43.02788844621514,66.93227091633466,13.147410358565736,41.035856573705175,39.6414342629482,Fear
2026-02-04,31.872509960159363,51.39442231075697,42.62948207171315,82.47011952191235,14.342629482071715,26.69322709163346,41.567065073041164,Fear
2026-02-05,26.693227091633464,53.78486055776893,42.62948207171315,64.5418326693227,16.334661354581673,72.90836653386455,46.148738379814084,Neutral
2026-02-06,27.091633466135455,61.354581673306775,42.23107569721115,56.17529880478087,16.733067729083665,40.23904382470119,40.63745019920319,Fear
2026-02-09,35.0597609561753,52.589641434262944,42.23107569721115,78.88446215139442,36.65338645418327,20.717131474103596,44.355909694555116,Fear
2026-02-10,38.24701195219124,66.93227091633466,42.23107569721115,79.2828685258964,54.581673306772906,19.12350597609563,50.06640106241699,Neutral
2026-02-11,38.645418326693225,68.52589641434263,42.23107569721115,77.68924302788844,42.23107569721115,29.083665338645417,49.734395750332,Neutral
2026-02-12,29.08366533864542,64.9402390438247,39.04382470119522,59.36254980079681,31.07569721115538,72.11155378486056,49.26958831341302,Neutral
2026-02-13,21.51394422310757,38.645418326693225,12.350597609561753,21.91235059760956,19.9203187250996,97.60956175298804,35.32536520584329,Fear
2026-02-16,23.50597609561753,37.05179282868526,39.44223107569721,50.99601593625498,23.50597609561753,21.513944223107572,32.669322709163346,Fear
2026-02-17,24.701195219123505,42.23107569721115,43.42629482071713,60.95617529880478,27.490039840637447,20.717131474103596,36.58698539176627,Fear
2026-02-18,27.490039840637447,50.199203187250994,41.03585657370518,80.0796812749004,61.75298804780876,7.171314741035857,44.6215139442231,Fear
2026-02-19,19.12350597609562,34.66135458167331,11.952191235059761,35.45816733067729,33.46613545816733,94.8207171314741,38.24701195219124,Fear
2026-02-20,21.51394422310757,21.91235059760956,38.24701195219124,49.800796812749006,46.21513944223107,39.04382470119522,36.12217795484728,Fear
2026-02-23,22.709163346613543,23.10756972111554,38.24701195219124,74.10358565737052,77.68924302788844,29.880478087649394,44.28950863213811,Fear
2026-02-24,16.334661354581673,23.10756972111554,37.84860557768924,58.56573705179283,39.04382470119522,58.56573705179283,38.911022576361226,Fear
2026-02-25,18.326693227091635,33.46613545816733,43.42629482071713,81.27490039840637,29.482071713147413,60.1593625498008,44.355909694555116,Fear
2026-02-26,19.12350597609562,39.04382470119522,43.42629482071713,76.09561752988047,25.099601593625497,59.36254980079681,43.691899070385126,Fear
2026-02-27,10.756972111553784,28.68525896414343,11.155378486055776,25.49800796812749,19.12350597609562,99.60159362549801,32.47011952191235,Fear
2026-03-02,8.764940239043826,9.960159362549803,10.756972111553784,5.9760956175298805,16.733067729083665,50.99601593625498,17.197875166002657,Extreme Fear
2026-03-04,6.374501992031872,1.1952191235059786,0.0,0.398406374501992,1.9920318725099602,45.81673306772909,9.296148738379815,Extreme Fear
2026-03-05,7.569721115537849,6.772908366533869,10.358565737051793,8.764940239043826,3.187250996015936,34.66135458167331,11.885790172642762,Extreme Fear
2026-03-06,5.577689243027888,2.7888446215139453,0.0,3.5856573705179287,1.593625498007968,70.5179282868526,14.01062416998672,Extreme Fear
2026-03-09,1.593625498007968,0.0,0.0,0.398406374501992,0.398406374501992,37.84860557768924,6.706507304116865,Extreme Fear
2026-03-10,4.780876494023905,4.382470119521912,0.0,12.350597609561753,0.398406374501992,34.66135458167331,9.428950863213812,Extreme Fear
2026-03-11,0.796812749003984,1.9920318725099548,9.56175298804781,3.187250996015936,0.0,71.31474103585657,14.47543160690571,Extreme Fear
2026-03-12,0.0,1.1952191235059786,9.9601593625498,1.1952191235059761,0.0,65.73705179282868,13.01460823373174,Extreme Fear
2026-03-13,0.0,0.7968127490039763,0.0,0.0,0.0,88.04780876494024,14.807436918990703,Extreme Fear
2026-03-16,0.398406374501992,1.5936254980079667,0.0,3.5856573705179287,1.1952191235059761,33.46613545816733,6.706507304116865,Extreme Fear
2026-03-17,0.796812749003984,5.179282868525888,0.0,13.94422310756972,1.593625498007968,22.310756972111562,7.304116865869854,Extreme Fear
2026-03-18,1.593625498007968,6.772908366533869,0.0,41.03585657370518,1.9920318725099602,17.13147410358566,11.420982735723774,Extreme Fear
2026-03-19,0.0,0.3984063745019881,0.0,6.374501992031872,0.398406374501992,56.17529880478088,10.557768924302788,Extreme Fear
2026-03-20,0.796812749003984,0.3984063745019881,0.0,30.677290836653388,1.1952191235059761,50.99601593625498,14.010624169986718,Extreme Fear
2026-03-23,0.0,0.0,0.0,5.577689243027888,0.0,68.12749003984064,12.284196547144754,Extreme Fear
2026-03-24,0.398406374501992,0.3984063745019881,0.0,38.24701195219124,1.1952191235059761,34.26294820717132,12.416998671978753,Extreme Fear
2026-03-25,2.3904382470119523,0.7968127490039763,12.749003984063744,81.27490039840637,3.5856573705179287,9.163346613545826,18.326693227091635,Extreme Fear
2026-03-27,0.398406374501992,0.0,0.0,37.45019920318725,1.9920318725099602,48.60557768924303,14.741035856573708,Extreme Fear
2026-03-30,0.0,0.0,11.952191235059761,7.968127490039841,0.398406374501992,72.50996015936255,15.471447543160691,Extreme Fear
2026-04-01,0.796812749003984,1.1952191235059786,13.147410358565736,36.254980079681275,1.9920318725099602,52.191235059760956,17.59628154050465,Extreme Fear
2026-04-02,1.1952191235059761,1.1952191235059786,0.0,37.05179282868526,5.179282868525896,23.10756972111554,11.288180610889775,Extreme Fear
2026-04-06,3.187250996015936,1.5936254980079667,14.342629482071715,78.08764940239044,7.569721115537849,6.374501992031881,18.52589641434263,Extreme Fear
2026-04-07,3.9840637450199203,2.7888446215139453,14.342629482071715,90.43824701195219,6.772908366533864,5.577689243027891,20.650730411686588,Extreme Fear
2026-04-08,7.968127490039841,9.960159362549803,45.0199203187251,96.81274900398407,23.50597609561753,20.717131474103596,33.997343957503325,Fear
2026-04-09,7.171314741035857,8.764940239043824,44.6215139442231,91.63346613545816,23.904382470119522,39.8406374501992,35.98937583001328,Fear
2026-04-10,8.764940239043826,11.952191235059757,44.223107569721115,98.00796812749005,22.31075697211155,20.717131474103596,34.32934926958831,Fear
2026-04-13,7.968127490039841,8.366533864541836,13.545816733067728,83.26693227091634,39.04382470119522,11.55378486055777,27.290836653386453,Fear
2026-04-15,11.155378486055776,13.147410358565736,43.82470119521912,97.60956175298804,88.84462151394422,21.513944223107572,46.01593625498008,Neutral
2026-04-16,11.155378486055776,15.936254980079681,43.42629482071713,94.42231075697211,96.41434262948208,39.44223107569721,50.132802124833994,Neutral
2026-04-17,11.553784860557768,20.318725099601593,43.02788844621514,97.60956175298804,94.02390438247012,25.099601593625493,48.60557768924303,Neutral
